,id,FILING-DATE,CIK,CONFORMED-NAME,type,ASSIGNED-SIC,CITY,STATE,ZIP,filing-year,10k-min-year
33882,10755028,2016-03-14,1411685,"VistaGen Therapeutics, Inc.",S-1,2834.0,SOUTH SAN FRANCISCO,CA,94080,2016,2016.0
33912,10750720,2016-03-11,1667939,"FSB Bancorp, Inc.",S-1,,FAIRPORT,NY,14450,2016,2017.0
33921,10750986,2016-03-11,1385818,"AYTU BIOSCIENCE, INC",S-1,2834.0,ENGLEWOOD,CO,80112,2016,2016.0
33940,10749724,2016-03-11,1659648,GEF Acquisition Corp,S-1,6770.0,CHEVY CHASE,MD,20815,2016,
33979,10752073,2016-03-11,946155,TIAA REAL ESTATE ACCOUNT,S-1,6500.0,NEW YORK,NY,10017,2016,2016.0
33981,10751821,2016-03-11,1195116,"Arno Therapeutics, Inc",S-1,2834.0,FLEMINGTON,NJ,08822,2016,2016.0
34085,10751184,2016-03-11,1667840,"Best Hometown Bancorp, Inc.",S-1,,COLLINSVILLE,IL,62234,2016,2017.0
34112,10750194,2016-03-11,1666178,Lazuriton Nano Biotechnology (U.S.A.) Inc.,S-1,,TAOYUAN CITY,F5,333,2016,2017.0
34237,10747075,2016-03-10,1667944,"WCF Bancorp, Inc.",S-1,,WEBSTER CITY,IA,50595,2016,2017.0
34280,10745614,2016-03-09,1621563,"Summit Materials, Inc.",S-1,1400.0,DENVER,CO,80202,2016,
34316,10747497,2016-03-09,1517389,"Jubilant Flame International, Ltd",S-1,7371.0,SHANGHAI,F4,200336,2016,2016.0
34395,10743108,2016-03-08,1471824,Teucrium Commodity Trust,S-1,6221.0,BRATTLEBORO,VT,05301,2016,2016.0
34463,10740840,2016-03-07,1499790,Rainbow Coral Corp.,S-1,200.0,HENDERSON,NV,89052,2016,
34464,10740084,2016-03-07,1593470,"Blue Water Bar & Grill, Inc.",S-1,7372.0,MIAMI,FL,33152,2016,2016.0
34516,10737168,2016-03-04,1667161,"Randolph Bancorp, Inc.",S-1,,STOUGHTON,MA,02072,2016,2017.0
34534,10736439,2016-03-04,1652761,Hunting Dog Capital Corp.,S-1,6199.0,SAN FRANCISCO,CA,94111,2016,
34582,10737837,2016-03-04,1666138,Atkore International Group Inc.,S-1,,HARVEY,IL,60426,2016,2016.0
34594,10737605,2016-03-04,1668224,"HarborOne Bancorp, Inc.",S-1,,BROCKTON,MA,02301,2016,2017.0
34628,10732564,2016-03-03,1659559,RIZZEN INC.,S-1,,RENO,NV,89502,2016,2017.0
34649,10732107,2016-03-03,744455,GREAT WEST LIFE & ANNUITY INSURANCE CO,S-1,,GREENWOOD VILLAGE,CO,80111,2016,2016.0
34657,10732891,2016-03-03,1658305,GETELMAN CORP.,S-1,,RENO,NV,89502,2016,2017.0
34664,10731632,2016-03-03,1668523,Wike Corp.,S-1,,BOLOGNA,L6,40139,2016,2017.0
34748,10729886,2016-03-02,1385818,"AYTU BIOSCIENCE, INC",S-1,2834.0,ENGLEWOOD,CO,80112,2016,2016.0
34788,10725470,2016-03-01,1667790,Linton Inc,S-1,,FLUSHING,NY,11354,2016,
34794,10724988,2016-03-01,1512138,"Great Basin Scientific, Inc.",S-1,3841.0,WEST VALLEY CITY,UT,84119,2016,2016.0
34830,10726907,2016-03-01,1629606,Results Based Outsourcing Inc,S-1,,FAIRFIELD,CT,06824,2016,2017.0
35556,10713280,2016-02-26,1623554,"XFIT BRANDS, INC.",S-1,3949.0,LAKE FOREST,CA,92630,2016,2016.0
35815,10709919,2016-02-25,1636222,Wingstop Inc.,S-1,5812.0,DALLAS,TX,75240,2016,2016.0
36183,10700626,2016-02-22,1376804,"VNUE, Inc.",S-1,1000.0,NEW YORK,NY,10001,2016,2016.0
36245,10701819,2016-02-22,1518720,Force Protection Video Equipment Corp.,S-1,5990.0,CARY,NC,27511,2016,2016.0
36302,10696789,2016-02-19,1657080,"Red Fish Holdings, Inc.",S-1,,GULF BREEZE,FL,32563,2016,
36336,10697871,2016-02-19,1660839,Phoenix Apps Inc.,S-1,,GUANGDONG,F4,00000,2016,2017.0
36385,10696441,2016-02-19,1667489,Liberated Syndication Inc.,S-1,,PITTSBURGH,PA,15213,2016,2017.0
36458,10695375,2016-02-18,1487843,Yangtze River Development Ltd,S-1,6500.0,NEW YORK,NY,10007,2016,2016.0
36491,10691137,2016-02-17,1134765,"True Drinks Holdings, Inc.",S-1,2833.0,IRVINE,CA,91612,2016,2016.0
36569,10688393,2016-02-16,1512886,NEUTRA CORP.,S-1,2833.0,LAS VEGAS,NV,89101,2016,2016.0
36580,10687943,2016-02-16,1325964,"Lightwave Logic, Inc.",S-1,3080.0,LONGMONT,CO,80501,2016,2016.0
36600,10678547,2016-02-12,1347452,"Andalay Solar, Inc.",S-1,3433.0,GREENBRAE,CA,94904,2016,
36622,10679379,2016-02-12,1634394,"Redwood Scientific Technologies, Inc.",S-1,,CLAREMONT,CA,91711,2016,
36638,10676617,2016-02-12,1431934,OWC Pharmaceutical Research Corp.,S-1,3841.0,PETACH TIQWA,L3,4918103,2016,2016.0
36642,10677908,2016-02-12,1569568,BIGFOOT PROJECT INVESTMENTS INC,S-1,7822.0,REDWOOD CITY,CA,94063,2016,2016.0
36647,10675627,2016-02-12,1639889,"Corporate Coaches,Inc.",S-1,,LOS ANGELES,CA,90015,2016,
36653,10673854,2016-02-12,1657803,Inbit Corp,S-1,,QUITO,H1,00000,2016,2017.0
36656,10680257,2016-02-12,356870,"ZONZIA MEDIA, INC.",S-1,1311.0,"HENDERSON,",NV,89074,2016,2016.0
36668,10673155,2016-02-11,1642375,"Guardion Health Sciences, Inc.",S-1,,SAN DIEGO,CA,92128,2016,2017.0
36678,10670633,2016-02-11,1644175,Far Sighted Media Inc,S-1,,APOLLO BEACH,FL,33572,2016,
36688,10671433,2016-02-11,1657045,Makh Group Corp.,S-1,,ZHUHAI,F4,519000,2016,2017.0
36704,10668691,2016-02-11,1356093,"CREATIVE REALITIES, INC.",S-1,7373.0,NEW YORK,NY,10006,2016,2016.0
36712,10672328,2016-02-11,1657214,International Land Alliance Inc.,S-1,,SAN DIEGO,CA,92101,2016,2018.0
36749,10665442,2016-02-10,1494891,"Sensus Healthcare, Inc.",S-1,3841.0,BOCA RATON,FL,33487,2016,2017.0
36756,10659676,2016-02-09,1665918,US Foods Holding Corp.,S-1,,ROSEMONT,IL,60018,2016,2017.0
36765,10662882,2016-02-09,1145765,GLOBAL MACRO TRUST,S-1,6221.0,GREENWICH,CT,06830,2016,2016.0
36774,10658730,2016-02-08,1666114,Unleashed Inc.,S-1,,LAS VEGAS,NV,89108,2016,2016.0
36777,10658276,2016-02-08,1639300,"Ollie's Bargain Outlet Holdings, Inc.",S-1,5331.0,HARRISBURG,PA,17112,2016,2016.0
36790,10653271,2016-02-05,1660067,Colony Global Acquisition Corp.,S-1,6770.0,LOS ANGELES,CA,90071,2016,
36806,10647575,2016-02-03,1654588,HIP CUISINE INC.,S-1,,MIAMI,FL,33172,2016,2017.0
36807,10649369,2016-02-03,1620546,Baxalta Inc,S-1,2834.0,BANNOCKBURN,IL,60015,2016,2016.0
36815,10649213,2016-02-03,1175680,CYTODYN INC,S-1,2834.0,VANCOUVER,WA,98660,2016,2016.0
36819,10647060,2016-02-02,1527027,ARISTOCRAT GROUP CORP.,S-1,7200.0,LAS VEGAS,NV,89119,2016,
36822,10645145,2016-02-02,1662382,All Soft Gels Inc,S-1,,SALT LAKE CITY,UT,84128,2016,2017.0
36823,10646180,2016-02-02,1657671,"Leng Universal, Inc.",S-1,,FORT LEE,NJ,07024,2016,
36825,10646976,2016-02-02,1417028,CANNASYS INC,S-1,7389.0,DENVER,CO,80222,2016,2016.0
36828,10646772,2016-02-02,1609139,"Innerscope Advertising Agency, Inc.",S-1,,ROSEVILLE,CA,95661,2016,2017.0
36834,10641328,2016-02-01,1659617,"Moleculin Biotech, Inc.",S-1,2834.0,HOUSTON,TX,77054,2016,2017.0
36841,10639638,2016-01-29,1637348,"US Export, Inc.",S-1,6500.0,BUFFALO,NY,14216,2016,
36843,10637339,2016-01-29,1028153,"Axion Power International, Inc.",S-1,3690.0,NEW CASTLE,PA,16105,2016,2016.0
36852,10639769,2016-01-29,1168220,ULURU Inc.,S-1,2834.0,ADDISON,TX,75001,2016,2016.0
36854,10638504,2016-01-29,1658605,Plush Corp,S-1,,LAS VEGAS,NV,89134,2016,2017.0
36857,10640071,2016-01-29,1467652,"Neos Therapeutics, Inc.",S-1,2834.0,GRAND PRAIRIE,TX,75050,2016,2016.0
36881,10634663,2016-01-28,1109196,"MABVAX THERAPEUTICS HOLDINGS, INC.",S-1,2834.0,SAN DIEGO,CA,92121,2016,2016.0
36898,10630261,2016-01-27,1435375,XG SCIENCES INC,S-1,2821.0,EAST LANSING,MI,48823,2016,2017.0
36903,10632403,2016-01-27,1658566,Silver Run Acquisition Corp,S-1,6770.0,HOUSTON,TX,77002,2016,2017.0
36910,10629192,2016-01-26,1532390,ALKALINE WATER Co INC,S-1,5140.0,SCOTTSDALE,AZ,85260,2016,2016.0
36912,10628991,2016-01-26,1261734,"AEOLUS PHARMACEUTICALS, INC.",S-1,2834.0,MISSION VIEJO,CA,92691,2016,2016.0
36915,10626513,2016-01-26,1515740,PREMIER BIOMEDICAL INC,S-1,2836.0,EL PASO,TX,79930,2016,2016.0
36916,10626521,2016-01-26,1664487,"Royal Country Club & Recreation Holdings, Inc.",S-1,,TAIPEI CITY,F5,114,2016,
36917,10626310,2016-01-25,1027838,TACTILE SYSTEMS TECHNOLOGY INC,S-1,3841.0,MINNEAPOLIS,MN,55413,2016,2017.0
36918,10626394,2016-01-25,823277,CHS INC,S-1,5150.0,INVER GROVE HEIGHTS,MN,55077,2016,2016.0
36919,10626156,2016-01-25,1266806,SECOND SIGHT MEDICAL PRODUCTS INC,S-1,3845.0,SYLMAR,CA,91342,2016,2016.0
36921,10625975,2016-01-25,1627811,IEG Holdings Corp,S-1,6141.0,LAS VEGAS,NV,89103,2016,2016.0
36924,10622990,2016-01-22,1376804,"VNUE, Inc.",S-1,1000.0,NEW YORK,NY,10001,2016,2016.0
36930,10620679,2016-01-21,1172178,LIBERTY STAR URANIUM & METALS CORP.,S-1,1000.0,TUCSON,AZ,85712,2016,2016.0
36932,10620982,2016-01-21,1476963,"HEAT BIOLOGICS, INC.",S-1,2834.0,CHAPEL HILL,NC,27517,2016,2016.0
36938,10618119,2016-01-19,1664127,Titan Computer Services Inc.,S-1,,SPRING VALLEY,NY,10977,2016,2017.0
36939,10617354,2016-01-19,867840,"PRECISION OPTICS CORPORATION, INC.",S-1,3845.0,GARDNER,MA,01440,2016,2016.0
36940,10617112,2016-01-19,1616788,LEGACY VENTURES INTERNATIONAL INC.,S-1,6531.0,LAS VEGAS,NV,89119,2016,2016.0
36941,10616357,2016-01-19,1434728,"Global Water Resources, Inc.",S-1,4941.0,PHOENIX,AZ,85027,2016,2017.0
36942,10616613,2016-01-19,1509351,"Eventure Interactive, Inc.",S-1,7370.0,COSTA MESA,CA,92626,2016,
36943,10615603,2016-01-19,1664040,Axeture Corp,S-1,,PALM DESERT,CA,92211,2016,
36944,10617203,2016-01-19,1659122,KLR Energy Acquisition Corp.,S-1,6770.0,NEW YORK,NY,10174,2016,2017.0
36946,10615935,2016-01-19,1663641,PC Mobile Media Corp.,S-1,,LAS VEGAS,NV,89178,2016,2016.0
36949,10615040,2016-01-15,356870,"ZONZIA MEDIA, INC.",S-1,1311.0,"HENDERSON,",NV,89074,2016,2016.0
36952,10614111,2016-01-15,1592706,"SB/RH Holdings, LLC",S-1,3690.0,MIDDLETON,WI,53562,2016,2017.0
36953,10613383,2016-01-15,1285550,"MRI INTERVENTIONS, INC.",S-1,3841.0,MEMPHIS,TN,38103,2016,2016.0
36954,10614919,2016-01-15,1649989,"Oncobiologics, Inc.",S-1,2836.0,CRANBURY,NJ,08512,2016,2016.0
36955,10614930,2016-01-15,1619917,"Patriot National, Inc.",S-1,6411.0,FORT LAUDERDALE,FL,33301,2016,2016.0
36956,10614163,2016-01-15,1533998,LabStyle Innovations Corp.,S-1,3841.0,CAESAREA INDUSTRIAL PARK,L3,38900,2016,2016.0
36957,10614164,2016-01-15,1652923,"AveXis, Inc.",S-1,2836.0,BANNOCKBURN,IL,60015,2016,2016.0
36965,10612568,2016-01-14,1353611,CURRENCYSHARES BRITISH POUND STERLING TRUST,S-1,6221.0,ROCKVILLE,MD,20850,2016,2016.0
36980,10609670,2016-01-13,1616543,"Senseonics Holdings, Inc.",S-1,3823.0,GERMANTOWN,MD,20876,2016,2016.0
36984,10609688,2016-01-13,1662574,"Illumination America, Inc.",S-1,,BOCA RATON,FL,33431,2016,2017.0
36996,10609775,2016-01-13,1652842,Bosy Holdings Corp.,S-1,,CENTRAL,K3,000000,2016,2017.0
37020,10606639,2016-01-11,1582244,Corning Natural Gas Holding Corp,S-1,4923.0,CORNING,NY,14830,2016,2016.0
37022,10608489,2016-01-11,1598981,Safety Quick Lighting & Fans Corp.,S-1,3640.0,ALPHARETTA,GA,30022,2016,2016.0
37023,10606719,2016-01-11,1663038,Reliant Service Inc,S-1,,RABI,2N,34201,2016,2017.0
37024,10606236,2016-01-11,1399352,"COOL TECHNOLOGIES, INC.",S-1,8200.0,TAMPA,FL,33637,2016,2016.0
37027,10605065,2016-01-08,1350102,"Ascent Solar Technologies, Inc.",S-1,3674.0,THORNTON,CO,80241,2016,2016.0
37028,10605120,2016-01-08,1655971,"PostAds, Inc.",S-1,,CORAL SPRINGS,FL,33065,2016,2018.0
37033,10604671,2016-01-08,1421204,GENSPERA INC,S-1,2834.0,SAN ANTONIO,TX,78258,2016,2016.0
37034,10603694,2016-01-08,1539029,"Clearside Biomedical, Inc.",S-1,2834.0,SUWANEE,GA,30024,2016,2017.0
37037,10601259,2016-01-07,1656987,"OTG EXP, Inc.",S-1,5810.0,NEW YORK,NY,10010,2016,
37042,10602633,2016-01-07,1585608,"Jaguar Animal Health, Inc.",S-1,2834.0,SAN FRANCISCO,CA,94105,2016,2016.0
37044,10601409,2016-01-07,1499961,"Net Element, Inc.",S-1,7374.0,NORTH MIAMI BEACH,FL,33160,2016,2016.0
37048,10599107,2016-01-06,1434601,MUSIC OF YOUR LIFE INC,S-1,4832.0,LAS VEGAS,NV,89103,2016,2016.0
37050,10593353,2016-01-05,1426375,"Visterra, Inc.",S-1,2834.0,CAMBRIDGE,MA,02139,2016,
37051,10593920,2016-01-05,1662706,"TRUPAL MEDIA, INC.",S-1,,MIAMI BEACH,FL,33139,2016,2017.0
37052,10594444,2016-01-05,1446152,"SAUER ENERGY, INC.",S-1,1381.0,NEWBURY PARK,CA,91320,2016,2016.0
37054,10593714,2016-01-05,1566373,"Spring Bank Pharmaceuticals, Inc.",S-1,2834.0,MILFORD,MA,01757,2016,2017.0
37056,10593975,2016-01-05,1649801,Nova Smart Solutions Inc,S-1,,MIAMI BEACH,FL,33141,2016,
37057,10591499,2016-01-04,1628738,"Audentes Therapeutics, Inc.",S-1,2836.0,SAN FRANCISCO,CA,94104,2016,2017.0
37059,10590240,2016-01-04,1650664,"Editas Medicine, Inc.",S-1,2836.0,CAMBRIDGE,MA,02142,2016,2016.0
37060,10592039,2016-01-04,1395937,Syndax Pharmaceuticals Inc,S-1,2834.0,WALTHAM,MA,02451,2016,2017.0
37061,10590822,2016-01-04,1626971,"Corvus Pharmaceuticals, Inc.",S-1,2834.0,BURLINGAME,CA,94010,2016,2017.0
37062,10590079,2016-01-04,1651561,"Tabula Rasa HealthCare, Inc.",S-1,7389.0,MOORESTOWN,NJ,08057,2016,2017.0
37063,10590868,2016-01-04,1358762,REATA PHARMACEUTICALS INC,S-1,2834.0,IRVING,TX,75063,2016,2017.0
37064,10592196,2016-01-04,1656501,"BorrowMoney.com, Inc.",S-1,,BROOKLYN,NY,11209,2016,2017.0
37066,10589733,2015-12-31,1660719,Aralez Pharmaceuticals Inc.,S-1,2834.0,MILTON,A6,L9T1Y1,2015,2016.0
37067,10588730,2015-12-31,1651716,HD View 360 Inc.,S-1,,MIAMI,FL,33137,2015,2016.0
37068,10588490,2015-12-31,1660719,Aralez Pharmaceuticals Inc.,S-1,2834.0,MILTON,A6,L9T1Y1,2015,2016.0
37069,10588553,2015-12-31,1660719,Aralez Pharmaceuticals Inc.,S-1,2834.0,MILTON,A6,L9T1Y1,2015,2016.0
37071,10589365,2015-12-31,1460702,RITTER PHARMACEUTICALS INC,S-1,2834.0,LOS ANGELES,CA,90067,2015,2016.0
37072,10588370,2015-12-31,1661600,GRCR Partners Inc,S-1,,WESTPORT,CT,06880,2015,2017.0
37081,10586110,2015-12-30,1309442,InsPro Technologies Corp,S-1,7372.0,RADNOR,PA,19087,2015,2015.0
37096,10585299,2015-12-29,1569329,"Youngevity International, Inc.",S-1,5961.0,CHULA VISTA,CA,91914,2015,2015.0
37108,10581315,2015-12-24,1343254,Dominovas Energy Corp,S-1,1382.0,ATLANTA,GA,30318,2015,2015.0
37114,10578950,2015-12-23,1467761,"Zoom Telephonics, Inc.",S-1,3661.0,BOSTON,MA,02111,2015,2015.0
37116,10579525,2015-12-23,1445283,"PROTEOSTASIS THERAPEUTICS, INC.",S-1,2834.0,CAMBRIDGE,MA,02139,2015,2016.0
37117,10580315,2015-12-23,1471002,"Cancer Prevention Pharmaceuticals, Inc.",S-1,2834.0,TUCSON,AZ,85718,2015,
37118,10578829,2015-12-23,1518720,Force Protection Video Equipment Corp.,S-1,5990.0,CARY,NC,27511,2015,2015.0
37122,10580662,2015-12-23,1405663,I-Minerals Inc,S-1,1000.0,VANCOUVER,A1,V6C 3B6,2015,2015.0
37127,10579418,2015-12-23,1019034,BIO KEY INTERNATIONAL INC,S-1,3576.0,WALL,NJ,07719,2015,2015.0
37132,10577945,2015-12-22,1618732,"Nutanix, Inc.",S-1,7372.0,SAN JOSE,CA,95110,2015,2017.0
37133,10576932,2015-12-22,1044378,BIOCEPT INC,S-1,8071.0,SAN DIEGO,CA,92121,2015,2015.0
37135,10577734,2015-12-22,1625101,"Pulse Biosciences, Inc.",S-1,,BURLINGAME,CA,90401,2015,2017.0
37138,10578311,2015-12-22,1452176,"SurePure, Inc.",S-1,3559.0,CARSON CITY,NV,89703,2015,2015.0
37142,10578632,2015-12-22,1383183,CombiMatrix Corp,S-1,8090.0,IRVINE,CA,92618,2015,2015.0
37149,10574934,2015-12-21,1453593,"Xtant Medical Holdings, Inc.",S-1,2836.0,BELGRADE,MT,59714,2015,2015.0
37150,10575447,2015-12-21,1417663,"SANUWAVE Health, Inc.",S-1,3841.0,ALPHARETTA,GA,30022,2015,2015.0
37152,10575990,2015-12-21,1651235,"Acacia Communications, Inc.",S-1,3674.0,MAYNARD,MA,01754,2015,2017.0
37157,10576353,2015-12-21,1565228,"xG TECHNOLOGY, INC.",S-1,3669.0,SARASOTA,FL,34236,2015,2015.0
37162,10573093,2015-12-18,1279704,"Cellectar Biosciences, Inc.",S-1,2834.0,MADISON,WI,53716,2015,2015.0
37164,10573620,2015-12-18,1383154,"COPsync, Inc.",S-1,3576.0,DALLAS,TX,75380-2108,2015,2015.0
37168,10573408,2015-12-18,1267565,"COLLEGIUM PHARMACEUTICAL, INC",S-1,2834.0,CANTON,MA,02021,2015,2016.0
37177,10572246,2015-12-18,1661111,Whiskey Acquisition Inc.,S-1,,MIAMI LAKES,FL,33014,2015,
37180,10573293,2015-12-18,1434647,"KEMPHARM, INC",S-1,2834.0,CORALVILLE,IA,52241,2015,2016.0
37183,10570267,2015-12-17,1076522,ICTV Brands Inc.,S-1,5961.0,WAYNE,PA,19087,2015,2015.0
37192,10570659,2015-12-17,1042418,"HedgePath Pharmaceuticals, Inc.",S-1,8731.0,TAMPA,FL,33606,2015,2015.0
37195,10569702,2015-12-17,727634,iSign Solutions Inc.,S-1,7372.0,REDWOOD SHORES,CA,94065,2015,2015.0
37196,10570470,2015-12-17,1468666,SecureWorks Corp,S-1,7372.0,ATLANTA,GA,30328,2015,2017.0
37200,10569013,2015-12-16,879682,"VIVEVE MEDICAL, INC.",S-1,3845.0,SUNNYVALE,CA,94086,2015,2015.0
37205,10568329,2015-12-16,1659228,"BATS Global Markets, Inc.",S-1,,LENEXA,KS,66214,2015,
37223,10565467,2015-12-15,1563665,"Harvard Apparatus Regenerative Technology, Inc.",S-1,3841.0,HOLLISTON,MA,01746,2015,2015.0
37230,10566530,2015-12-15,832489,"GeoVax Labs, Inc.",S-1,8731.0,SMYRNA,2Q,30080,2015,2015.0
37233,10567345,2015-12-15,1660329,"Rancho Santa Fe Mining, Inc.",S-1,,SAN DIEGO,CA,92123,2015,2017.0
37239,10567389,2015-12-15,1275101,BANK OF THE JAMES FINANCIAL GROUP INC,S-1,6022.0,LYNCHBURG,VA,24505,2015,2015.0
37252,10564712,2015-12-14,1388319,"U.S. Stem Cell, Inc.",S-1,8731.0,SUNRISE,FL,33325,2015,2015.0
37258,10565032,2015-12-14,824416,QUEST PATENT RESEARCH CORP,S-1,5190.0,RYE,NY,10580,2015,2015.0
37261,10564843,2015-12-14,1355848,"Genius Brands International, Inc.",S-1,7812.0,BEVERLY HILLS,CA,90210,2015,2015.0
37265,10561547,2015-12-11,946673,BANNER CORP,S-1,6022.0,WALLA WALLA,WA,99362,2015,2015.0
37266,10562576,2015-12-11,1657249,"Road Marshall, Inc.",S-1,,SINGAPORE,U0,128383,2015,2017.0
37269,10563096,2015-12-11,1513856,"Neurotrope, Inc.",S-1,2834.0,PLANTATION,FL,33324,2015,2015.0
37291,10559090,2015-12-10,1431959,TORCHLIGHT ENERGY RESOURCES INC,S-1,1311.0,PLANO,TX,75093,2015,2015.0
37295,10560159,2015-12-10,1566265,AXIOM CORP.,S-1,1540.0,ST. CATHERINES,A6,L2S0B5,2015,2015.0
37304,10558094,2015-12-09,1634408,NextGlass Technologies Corp.,S-1,6770.0,BEVERLY HILLES,CA,90210,2015,2016.0
37308,10558670,2015-12-09,1646383,CSRA Inc.,S-1,7373.0,FALLS CHURCH,VA,22042,2015,2016.0
37324,10551943,2015-12-04,1658304,FundThatCompany,S-1,,CARSON CITY,NV,89702,2015,2016.0
37331,10550366,2015-12-02,1104265,"GROW SOLUTIONS HOLDINGS, INC.",S-1,8742.0,NEW YORK,NY,10017,2015,2015.0
37333,10547351,2015-12-02,1563536,E-Qure Corp.,S-1,5090.0,NEW YORK,NY,10023,2015,2015.0
37334,10548151,2015-12-02,1509957,"Wrapmail, Inc.",S-1,,FORT LAUDERDALE,X1,33301,2015,2017.0
37335,10547670,2015-12-02,1630811,"Supportingsmallbusiness, Inc.",S-1,6770.0,ROSELLE,NJ,07203,2015,
37341,10544275,2015-12-01,1350102,"Ascent Solar Technologies, Inc.",S-1,3674.0,THORNTON,CO,80241,2015,2015.0
37361,10540596,2015-11-27,1659207,Fellazo Corp,S-1,,CHISINAU,1S,2025,2015,2016.0
37363,10540876,2015-11-27,1488039,ATOSSA GENETICS INC,S-1,3841.0,SEATTLE,WA,98102,2015,2015.0
37372,10539079,2015-11-25,1491487,"Takung Art Co., Ltd.",S-1,5990.0,CENTRAL,K3,999077,2015,2015.0
37374,10539355,2015-11-25,1609711,GoDaddy Inc.,S-1,7373.0,SCOTTSDALE,AZ,85260,2015,2016.0
37386,10539984,2015-11-25,1279620,"Zoned Properties, Inc.",S-1,4899.0,SCOTTSDALE,AZ,85260,2015,2016.0
37388,10538706,2015-11-25,1609351,"Spark Therapeutics, Inc.",S-1,2836.0,PHILADELPHIA,PA,19104,2015,2015.0
37399,10535758,2015-11-24,1573683,"Fantex, Inc.",S-1,7389.0,SAN FRANCISCO,CA,94107,2015,2015.0
37405,10535085,2015-11-24,1607678,"Viking Therapeutics, Inc.",S-1,2834.0,SAN DIEGO,CA,92130,2015,2016.0
37411,10535163,2015-11-24,1402785,"FLUOROPHARMA MEDICAL, INC.",S-1,2835.0,MONTCLAIR,NJ,07042,2015,2015.0
37412,10533389,2015-11-23,926423,MITCHAM INDUSTRIES INC,S-1,7359.0,HUNTSVILLE,TX,77342,2015,2015.0
37417,10534244,2015-11-23,1634447,Jensyn Acquisition Corp.,S-1,6770.0,FREEHOLD,NJ,07724,2015,2017.0
37425,10534593,2015-11-23,931059,"Rennova Health, Inc.",S-1,7374.0,WEST PALM BEACH,FL,33401,2015,2015.0
37429,10533119,2015-11-23,1517681,Propanc Health Group Corp,S-1,2834.0,"CAMBERWELL, VICTORIA",C3,3124,2015,2015.0
37434,10532431,2015-11-20,1028153,"Axion Power International, Inc.",S-1,3690.0,NEW CASTLE,PA,16105,2015,2015.0
37435,10530388,2015-11-20,1362703,"OncBioMune Pharmaceuticals, Inc",S-1,7310.0,WEST PALM BEACH,FL,33401,2015,2015.0
37442,10531779,2015-11-20,1550453,TriLinc Global Impact Fund LLC,S-1,6199.0,Manhattan Beach,CA,90266,2015,2015.0
37457,10529728,2015-11-19,1484565,"Capnia, Inc.",S-1,3845.0,REDWOOD CITY,CA,94065,2015,2015.0
37462,10528070,2015-11-18,1652561,DSwiss Inc,S-1,,KOWLOON,K3,00000,2015,2017.0
37463,10526293,2015-11-18,1434601,MUSIC OF YOUR LIFE INC,S-1,4832.0,LAS VEGAS,NV,89103,2015,2015.0
37471,10527424,2015-11-18,1161582,"GROWLIFE, INC.",S-1,3231.0,SEATTLE,WA,98101,2015,2015.0
37476,10524200,2015-11-17,1623013,Fuda Group (USA) Corp,S-1,6770.0,"DANDONG CITY, LIAONING PROVINC",F4,NONE,2015,2015.0
37482,10524899,2015-11-17,1655937,Pulte Acquisition Corp.,S-1,6770.0,CHICAGO,IL,60654,2015,
37486,10519923,2015-11-16,1655349,"Messagebgone, Inc.",S-1,,HENDERSON,NV,89074-7739,2015,2016.0
37488,10520722,2015-11-16,1658432,Medico International Inc.,S-1,,TEMPE,AZ,85281,2015,2016.0
37491,10523102,2015-11-16,1658433,eMedia Group Inc.,S-1,,TEMPE,AZ,85281,2015,2016.0
37494,10515463,2015-11-13,1620928,Rice Midstream Partners LP,S-1,4922.0,CANONSBURG,PA,15317,2015,2015.0
37508,10515307,2015-11-13,1425203,LUX ENERGY CORP,S-1,5020.0,WEST KELOWNA,A1,V4T 2N5,2015,2016.0
37511,10517112,2015-11-13,776008,"ROCK CREEK PHARMACEUTICALS, INC.",S-1,2833.0,SARASOTA,FL,34243,2015,2015.0
37536,10513046,2015-11-12,1657250,"British Cambridge, Inc.",S-1,,PASIG CITY,R6,1605,2015,2017.0
37541,10513100,2015-11-12,1638851,"Inpellis, Inc.",S-1,2834.0,HADDONFIELD,NJ,08033,2015,
37547,10513899,2015-11-12,741815,HOOPER HOLMES INC,S-1,8090.0,OLATHE,KS,66062,2015,2015.0
37549,10509836,2015-11-10,723258,GREAT AMERICAN LIFE INSURANCE CO,S-1,,CINCINNATI,OH,45202,2015,
37550,10508568,2015-11-10,1616322,"Turnpoint Medical Devices, Inc.",S-1,,BASKING RIDGE,NJ,07920,2015,
37557,10509960,2015-11-10,1551986,"Monster Digital, Inc.",S-1,3572.0,SIMI VALLEY,CA,93065,2015,2017.0
37559,10507998,2015-11-10,1362687,SURGIQUEST INC,S-1,3841.0,MILFORD,CT,06460,2015,
37562,10507566,2015-11-09,1651094,"Elevate Credit, Inc.",S-1,6199.0,FORTH WORTH,TX,76109,2015,2018.0
37565,10507611,2015-11-09,1639611,"AMERIQUEST, INC.",S-1,7374.0,CHERRY HILL,NJ,08002,2015,
37566,10505326,2015-11-09,1657815,Dundon Capital Acquisition Corp,S-1,,DALLAS,TX,75201,2015,
37567,10506612,2015-11-09,1654915,Infinity (Int'l) Travel Holdings Inc.,S-1,,TAOYUAN CITY,F5,320,2015,
37568,10506884,2015-11-09,1604868,GrowGeneration Corp.,S-1,,PUEBLO,CO,81003,2015,2017.0
